group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fang_oost vs carr_madan,carr madan,256,,,75362068.0,ns,1056
fang_oost vs carr_madan,carr madan,256,,,86193693.0,ns,1072
fang_oost vs carr_madan,carr madan,256,,,80884680.0,ns,1088
fang_oost vs carr_madan,carr madan,256,,,76600571.0,ns,1104
fang_oost vs carr_madan,carr madan,256,,,81494382.0,ns,1120
fang_oost vs carr_madan,carr madan,256,,,75524868.0,ns,1136
fang_oost vs carr_madan,carr madan,256,,,78435475.0,ns,1152
fang_oost vs carr_madan,carr madan,256,,,79213477.0,ns,1168
fang_oost vs carr_madan,carr madan,256,,,107038039.0,ns,1184
fang_oost vs carr_madan,carr madan,256,,,96654415.0,ns,1200
fang_oost vs carr_madan,carr madan,256,,,78657776.0,ns,1216
fang_oost vs carr_madan,carr madan,256,,,87121694.0,ns,1232
fang_oost vs carr_madan,carr madan,256,,,102914229.0,ns,1248
fang_oost vs carr_madan,carr madan,256,,,93879310.0,ns,1264
fang_oost vs carr_madan,carr madan,256,,,86922293.0,ns,1280
fang_oost vs carr_madan,carr madan,256,,,85990792.0,ns,1296
fang_oost vs carr_madan,carr madan,256,,,85735691.0,ns,1312
fang_oost vs carr_madan,carr madan,256,,,87224194.0,ns,1328
fang_oost vs carr_madan,carr madan,256,,,90486102.0,ns,1344
fang_oost vs carr_madan,carr madan,256,,,88746898.0,ns,1360
fang_oost vs carr_madan,carr madan,256,,,92057205.0,ns,1376
fang_oost vs carr_madan,carr madan,256,,,93353708.0,ns,1392
fang_oost vs carr_madan,carr madan,256,,,91627104.0,ns,1408
fang_oost vs carr_madan,carr madan,256,,,101404026.0,ns,1424
fang_oost vs carr_madan,carr madan,256,,,103909331.0,ns,1440
fang_oost vs carr_madan,carr madan,256,,,99461322.0,ns,1456
fang_oost vs carr_madan,carr madan,256,,,102324627.0,ns,1472
fang_oost vs carr_madan,carr madan,256,,,105677836.0,ns,1488
fang_oost vs carr_madan,carr madan,256,,,102142127.0,ns,1504
fang_oost vs carr_madan,carr madan,256,,,103168430.0,ns,1520
fang_oost vs carr_madan,carr madan,256,,,107695139.0,ns,1536
fang_oost vs carr_madan,carr madan,256,,,108766943.0,ns,1552
fang_oost vs carr_madan,carr madan,256,,,117500161.0,ns,1568
fang_oost vs carr_madan,carr madan,256,,,123107074.0,ns,1584
fang_oost vs carr_madan,carr madan,256,,,113239052.0,ns,1600
